id,cost1,cost2
889,649519.0528,15255.9003906
890,649519.0528,84525.3984375
891,649519.0528,24023.8007813
892,649519.0528,55204.6992188
893,216506.3509,21153
894,162379.7632,21639.4003906
895,216506.3509,25218.1992188
896,162379.7632,97953.1015625
897,216506.3509,50580.1015625
898,162379.7632,120233
899,216506.3509,31321.8007813
900,135793.3711,89560.3984375
904,53899.49587,70378.796875
905,167606.6917,58734.8984375
906,216506.3509,23799900
907,324759.5264,18015.4003906
908,324759.5264,189861
909,324759.5264,11240
910,649519.0528,71825.1015625
911,649519.0528,17058.9003906
912,649519.0528,15468.0996094
913,649519.0528,84317.8984375
914,324759.5264,13015
915,216506.3509,27834.3007813
916,162379.7632,56840.3984375
917,162379.7632,70889.6015625
918,162379.7632,851678
919,162379.7632,43929.1992188
920,162379.7632,19008.9003906
921,162379.7632,40131.8984375
922,16788.40518,30021.5
927,31086.62725,398971
928,324759.5264,14960.4003906
929,649519.0528,40434.1015625
930,649519.0528,15009.2998047
931,324759.5264,23772.6992188
932,649519.0528,64977.1992188
933,649519.0528,182428
934,649519.0528,76007.8984375
935,649519.0528,22280.5996094
936,649519.0528,322964
937,649519.0528,32421.1992188
938,324759.5264,14514.4003906
939,324759.5264,4390850
940,324759.5264,14849.9003906
941,324759.5264,78498.8984375
942,324759.5264,41620.3984375
943,324759.5264,52413.3007813
944,240066.8196,38940.3984375
948,74027.49748,15077
949,158129.6612,11456.2998047
950,324759.5264,22283.5996094
951,649519.0528,9630.0703125
952,324759.5264,28237.6992188
953,216506.3509,131875
954,649519.0528,53455.1015625
955,324759.5264,67731.6015625
956,649519.0528,15164.5996094
957,649519.0528,73882.3984375
958,324759.5264,276997
959,324759.5264,31287.8007813
960,162379.7632,36128.8984375
961,162379.7632,63076.3007813
962,162379.7632,14596
963,216506.3509,76364.703125
964,162379.7632,320621
965,162379.7632,31454.5996094
971,114329.6718,8647.5595703
972,153068.7443,9021.6103516
973,649519.0528,27099.4003906
974,649519.0528,8260.5996094
975,216506.3509,25990.6992188
976,649519.0528,20042.9003906
977,324759.5264,27673.5996094
978,324759.5264,104587
979,649519.0528,30807.6992188
980,324759.5264,70021.703125
981,324759.5264,39784.3007813
982,162379.7632,96167.8984375
983,216506.3509,223561
984,162379.7632,33884.1015625
985,216506.3509,15187.7998047
986,216506.3509,16586.8007813
987,212668.0267,27977.9003906
988,66536.96004,27468
992,90946.26013,6970.6401367
993,22302.14234,5221.3398438
994,211698.4945,25540.5996094
995,649519.0528,15889.5996094
996,649519.0528,9267.8798828
997,324759.5264,13616.9003906
998,649519.0528,271698
999,216506.3509,55038
1000,216506.3509,211432
1001,216506.3509,26193.0996094
1002,216506.3509,20666.6992188
1003,216506.3509,47859.3007813
1004,162379.7632,22500.9003906
1005,162379.7632,27711.4003906
1006,216506.3509,14240.5996094
1007,324759.5264,141475
1008,157559.1015,50015.3984375
1009,143080.8645,66603.203125
1015,216506.3509,5154.2202148
1016,11049.15981,9691.2304688
1017,649519.0528,91945.5
1018,649519.0528,12436.4003906
1019,324759.5264,8036.6801758
1020,649519.0528,13017.9003906
1021,324759.5264,125264
1022,162379.7632,31778.0996094
1023,216506.3509,103006
1024,162379.7632,215055
1025,324759.5264,81957.296875
1026,162379.7632,148035
1027,216506.3509,48480.6015625
1028,162379.7632,173163
1029,324759.5264,21223.3007813
1030,216506.3509,16489.5996094
1031,5284.129341,194429
1032,80093.8125,91452.203125
1036,63630.06677,4260.6098633
1037,146799.4383,4622.9301758
1038,322077.0107,13310
1039,649519.0528,51228.6015625
1040,324759.5264,6534.8300781
1041,216506.3509,6267.0400391
1042,649519.0528,12520.2001953
1043,216506.3509,142485
1044,162379.7632,51344.6015625
1045,162379.7632,14217.5996094
1046,162379.7632,28161.3007813
1047,162379.7632,15379.9003906
1048,162379.7632,24412.5996094
1049,162379.7632,33803.1992188
1050,162379.7632,264704
1051,162379.7632,158494
1052,146102.2303,40296.5
1053,23643.43162,61409.6015625
1059,216506.3509,3574.7099609
1060,143929.1389,6101.8999023
1061,649519.0528,13672.2998047
1062,649519.0528,10084.7998047
1063,216506.3509,4763.25
1064,649519.0528,7039.9399414
1065,324759.5264,13510.5996094
1066,162379.7632,67432.203125
1067,216506.3509,280128
1068,162379.7632,22311.0996094
1069,216506.3509,47659.8984375
1070,162379.7632,24210.8007813
1071,216506.3509,88295.5
1072,162379.7632,136713
1073,216506.3509,45485.3984375
1074,161498.4189,25477.4003906
1076,64488.43267,15780.7998047
1080,67469.63567,3168.9399414
1081,324759.5264,4024.0100098
1082,649519.0528,7188.9799805
1083,649519.0528,9428.9804688
1084,324759.5264,5400.7700195
1085,324759.5264,4528.9599609
1086,649519.0528,6828.7797852
1087,324759.5264,106829
1088,324759.5264,254612
1089,324759.5264,32397.3007813
1090,324759.5264,153228
1091,324759.5264,92197.203125
1092,324759.5264,77272.3984375
1093,324759.5264,41971.3007813
1094,324759.5264,56470.6992188
1095,324759.5264,57149.3007813
1096,33735.55975,111693
1097,94246.80813,9932.6103516
1103,161339.9941,2986.3500977
1104,324759.5264,4591.6899414
1105,649519.0528,6260.2998047
1106,649519.0528,5954.9902344
1107,162379.7632,4181.7998047
1108,324759.5264,5159.7700195
1109,162379.7632,16640
1110,162379.7632,20389.0996094
1111,162379.7632,246805
1112,162379.7632,1813750
1113,162379.7632,136549
1114,162379.7632,409476
1115,162379.7632,35003.6015625
1116,162379.7632,41445.6015625
1117,162379.7632,49846.1015625
1118,138978.0435,123519
1120,29197.5652,7438.1401367
1124,13541.0962,2468.6499023
1125,216506.3509,3324.6298828
1126,649519.0528,4610.4199219
1127,649519.0528,5190.7099609
1128,216506.3509,4655.3598633
1129,216506.3509,5974.5
1130,216506.3509,9035.5195313
1131,216506.3509,77865.796875
1132,162379.7632,49158.6015625
1133,216506.3509,28640.8007813
1134,162379.7632,38378.1992188
1135,216506.3509,38440.1015625
1136,162379.7632,68996
1137,216506.3509,44626.3984375
1138,162379.7632,40889.1992188
1139,216506.3509,81682.703125
1140,7778.454507,16538.4003906
1141,175063.0804,5538.8598633
1147,118616.986,2666.5700684
1148,649519.0528,3459.25
1149,649519.0528,4059.4699707
1150,324759.5264,5455.8300781
1151,216506.3509,5805.5
1152,324759.5264,8498.1396484
1153,216506.3509,23948.9003906
1154,162379.7632,11978.5
1155,216506.3509,72398.5
1156,162379.7632,990146
1157,216506.3509,24978
1158,162379.7632,45859.1992188
1159,216506.3509,252088
1160,162379.7632,40889.1992188
1161,216506.3509,15828.0996094
1162,90817.89308,61085.3984375
1164,14615.88412,4937.7797852
1169,216506.3509,2729.8898926
1170,649519.0528,3338.6799316
1171,649519.0528,5266.8901367
1172,162379.7632,7791
1173,216506.3509,11179.0996094
1174,216506.3509,8902.2998047
1175,162379.7632,56876.8984375
1176,162379.7632,40974.3984375
1177,162379.7632,72530.1015625
1178,162379.7632,18713.5
1179,162379.7632,65729.296875
1180,162379.7632,609794
1181,162379.7632,94440
1182,162379.7632,10415.0996094
1183,162379.7632,64268.1015625
1191,64056.8942,2348.2800293
1192,324759.5264,2734.4299316
1193,649519.0528,4323.2797852
1194,324759.5264,9354.3398438
1195,649519.0528,8355.7197266
1196,324759.5264,28482.4003906
1197,216506.3509,32088.8007813
1198,162379.7632,11891.0996094
1199,216506.3509,23444.5
1200,162379.7632,376376
1201,216506.3509,62135.8007813
1202,162379.7632,138112
1203,216506.3509,25131.1992188
1204,162379.7632,105212
1205,216506.3509,14726.0996094
1206,76003.63661,24067.3007813
1213,162379.7632,2277.6101074
1214,649519.0528,3410.8500977
1215,324759.5264,6838.7900391
1216,324759.5264,23522.0996094
1217,649519.0528,18293.9003906
1218,162379.7632,17888.5
1219,162379.7632,27053.3007813
1220,162379.7632,33634.8984375
1221,162379.7632,53896.8007813
1222,162379.7632,118845
1223,162379.7632,165782
1224,162379.7632,436625
1225,162379.7632,389025
1226,162379.7632,16847.3007813
1227,126360.4241,480257
1235,31393.3639,2061.7299805
1236,216506.3509,2737.8300781
1237,324759.5264,4645.6298828
1238,649519.0528,15319.5996094
1239,649519.0528,22191.1992188
1240,649519.0528,42591.8007813
1241,216506.3509,67678.6015625
1242,162379.7632,13511.0996094
1243,216506.3509,418565
1244,162379.7632,383032
1245,216506.3509,61099.3984375
1246,162379.7632,14025.7998047
1247,216506.3509,18710.5
1248,162379.7632,40737
1249,207204.3206,246103
1250,4971.065381,76060.1015625
1257,151668.615,2274.7099609
1258,649519.0528,3414.1499023
1259,324759.5264,6914.2001953
1260,324759.5264,68429.8984375
1261,649519.0528,12773.7998047
1262,324759.5264,23601.3007813
1263,162379.7632,130590
1264,162379.7632,2441680
1265,162379.7632,351841
1266,162379.7632,26454
1267,162379.7632,117399
1268,162379.7632,50219.1015625
1269,162379.7632,153611
1270,162379.7632,66791.703125
1271,62114.60224,78123
1272,118113.7917,7355.7001953
1279,444.2441455,2112.8601074
1280,324759.5264,2675.75
1281,324759.5264,4372.6899414
1282,649519.0528,10117.4003906
1283,649519.0528,148420
1284,649519.0528,33419.5
1285,324759.5264,26766.4003906
1286,324759.5264,196872
1287,324759.5264,16720.0996094
1288,324759.5264,796057
1289,324759.5264,657603
1290,324759.5264,114054
1291,324759.5264,43600.3007813
1292,324759.5264,23724.0996094
1293,324759.5264,27773.3007813
1294,124605.8867,9583.9599609
1301,201702.2607,2259.3100586
1302,324759.5264,3183.3200684
1303,324759.5264,5450.8901367
1304,324759.5264,11874.0996094
1305,649519.0528,120456
1306,649519.0528,103509
1307,324759.5264,20081.5996094
1308,162379.7632,13696.2001953
1309,162379.7632,133861
1310,162379.7632,169577
1311,162379.7632,119379
1312,162379.7632,105088
1313,162379.7632,17716.0996094
1314,162379.7632,39034.6015625
1315,85775.79844,31048.4003906
1316,90784.08617,6430.1000977
1324,159502.9924,2501.8999023
1325,649519.0528,3713.6398926
1326,324759.5264,6211.4101563
1327,649519.0528,15280
1328,649519.0528,26296.0996094
1329,649519.0528,15329.0996094
1330,162379.7632,11280.0996094
1331,216506.3509,12982.2998047
1332,162379.7632,33921.8984375
1333,216506.3509,105291
1334,162379.7632,52945.8007813
1335,193417.8174,1740560
1336,162379.7632,106049
1337,204075.971,23106.5996094
1338,84713.1886,7361.7797852
1345,62187.96311,2190.8000488
1346,216506.3509,2813.1101074
1347,649519.0528,4106.4199219
1348,216506.3509,6852.1601563
1349,649519.0528,15486
1350,649519.0528,1133290
1351,324759.5264,7569.4501953
1352,162379.7632,12902.7998047
1353,162379.7632,14068.7001953
1354,162379.7632,35163.3007813
1355,162379.7632,112304
1356,113617.1371,2513440
1357,106086.7276,146284
1358,162379.7632,52629.1992188
1359,16698.61444,14865.5996094
1360,129.4967969,5919.6298828
1368,40097.91898,2460.8000488
1369,649519.0528,3059.4399414
1370,216506.3509,4362.0800781
1371,649519.0528,7344.6201172
1372,649519.0528,19168
1373,324759.5264,11499.2001953
1374,162379.7632,12222.5
1375,216506.3509,20885.5
1376,162379.7632,22458.8007813
1377,216506.3509,17390.8007813
1378,80792.93129,133736
1379,55606.60494,49446.1992188
1380,162379.7632,2255390
1381,47623.13394,24195.9003906
1390,71489.65527,2505.2199707
1391,324759.5264,3229.6899414
1392,162379.7632,4803.4902344
1393,324759.5264,14208.7998047
1394,216506.3509,94399.203125
1395,216506.3509,10695.7001953
1396,162379.7632,166479
1397,216506.3509,21517.3007813
1398,162379.7632,16639.5996094
1399,216506.3509,174361
1400,84694.56455,73623
1401,121330.6384,129790
1402,144367.1882,54004.1992188
1403,6911.065705,9286.9199219
1413,216506.3509,2563.3000488
1414,216506.3509,3597.4899902
1415,216506.3509,7813.0200195
1416,216506.3509,321084
1417,162379.7632,10863.9003906
1418,162379.7632,77802.203125
1419,162379.7632,105635
1420,162379.7632,23147.0996094
1421,162379.7632,49378.6992188
1422,35715.33146,65428.3007813
1423,81140.41961,80868.703125
1424,35344.2891,709878
1425,91351.9678,17712.6992188
1434,68128.57871,2257.8701172
1435,324759.5264,2814.9799805
1436,324759.5264,4833.1000977
1437,324759.5264,15034.7998047
1438,324759.5264,18677.0996094
1439,324759.5264,12642.5
1440,324759.5264,32103.5996094
1441,324759.5264,88871
1442,324759.5264,49749.6992188
1443,308586.4948,113884
1444,58826.99635,44405.5
1445,47763.12813,19431.9003906
1446,50609.6913,295051
1447,163756.3704,13390.9003906
1457,124527.281,2338.8000488
1458,216506.3509,3445.4299316
1459,216506.3509,6543.8500977
1460,216506.3509,12060.7998047
1461,216506.3509,7461.3901367
1462,324759.5264,21108.1992188
1463,162379.7632,13842.7001953
1464,162379.7632,80964.796875
1465,162379.7632,31211
1466,28698.33639,48695.1015625
1467,87123.30357,56319.3984375
1468,49405.34652,58665.3007813
1469,162073.0118,234991
1479,216506.3509,2666.2600098
1480,162379.7632,4178.25
1481,324759.5264,7274.9702148
1482,216506.3509,7475.3500977
1483,324759.5264,9346.9003906
1484,216506.3509,86151.6015625
1485,216506.3509,20444.8007813
1486,162379.7632,38930.3007813
1487,67285.03348,56695
1488,22988.52963,224841
1489,155398.2245,28709.5
1490,17130.93036,41904.8007813
1491,29129.02026,24176
1501,47597.47143,2303.7099609
1502,160650.8261,3150.2700195
1503,649519.0528,4697.2099609
1504,649519.0528,5916.5297852
1505,649519.0528,5761.8100586
1506,649519.0528,42446.1015625
1507,216506.351,279876
1508,118080.7068,108427
1509,159416.6924,120501
1510,63147.94716,110201
1512,112137.0927,142377
1513,245894.9195,41199.6015625
1523,105212.5114,2400.8200684
1524,216506.3509,3395.1599121
1525,649519.0528,4547.0898438
1526,649519.0528,4609.8198242
1527,649519.0528,9302.75
1528,216506.3509,20944
1529,89702.41287,242181
1530,154117.3506,185058
1531,37698.41743,2051250
1533,40221.95357,20333.4003906
1534,154464.7327,39800.6015625
1535,5050.499084,21069.3007813
1545,3775.197594,2174.0300293
1546,66820.48688,2751.5200195
1547,649519.0528,3485.9099121
1548,649519.0528,3915.2199707
1549,649519.0528,5160.1699219
1550,649519.0528,11188.4003906
1551,216506.3509,930282
1552,60420.76745,136489
1553,267602.0991,38008.1992188
1554,57920.13124,826025
1556,153101.7864,41908.1992188
1557,288963.1862,711337
1567,10787.96378,2180.9099121
1568,324759.5264,2760.5500488
1569,649519.0528,3285.0300293
1570,649519.0528,3567.8898926
1571,649519.0528,6144.2597656
1572,216506.3509,16914.5996094
1573,162379.7632,37706.1015625
1574,115063.7729,243237
1575,12089.05062,46673.1015625
1577,24110.55969,13731.9003906
1578,33235.79458,37157.1015625
1579,12348.5896,64787.8984375
1590,114604.5883,2304.6101074
1591,649519.0528,2729.1000977
1592,649519.0528,2924.7199707
1593,649519.0528,4082.8601074
1594,649519.0528,7019.0800781
1595,324759.5264,38061.3007813
1596,213495.5912,38058.1015625
1597,97694.67434,115814
1598,91756.77585,67752.5
1600,106596.5932,13239.0996094
1601,233931.6349,21726.8007813
1611,162.0254248,2032.5200195
1612,162379.7632,2289.9799805
1613,324759.5264,2566.3400879
1614,649519.0528,3036.0400391
1615,649519.0528,4381.3901367
1616,216506.3509,12081.7001953
1617,120913.7862,1404690
1618,2452.305054,19225.4003906
1619,13768.23575,1504120
1623,5198.989636,11222.2001953
1634,95737.77221,2034.3399658
1635,324759.5264,2229.1899414
1636,324759.5264,2411.2900391
1637,649519.0528,3379.9899902
1638,649519.0528,6794.3798828
1639,216506.3509,223901
1640,32714.81897,18011.6992188
1641,157702.8861,58326.8984375
1656,87661.6185,1946.8199463
1657,271310.7001,2125.5400391
1658,216506.351,2814.8200684
1659,324759.5264,4653.7299805
1660,216506.3509,14144.5996094
1661,78388.05119,81786
1662,20390.40991,82363.203125
1663,108951.3239,173723
1678,49154.77812,1757.3599854
1679,61518.22895,1959.9000244
1680,110409.7235,2427.7299805
1681,294591.9837,3688.8000488
1682,649519.0528,7705.3398438
1683,216506.3509,349978
1684,39507.796,17871.9003906
1685,121339.6436,3124660
1700,37918.58354,1766.5600586
1701,34983.6284,2125.6699219
1702,108196.7055,2986.3200684
1703,126012.2453,5410.9799805
1704,162379.7632,22436.4003906
1705,76557.7438,17722.4003906
1706,45129.0641,114606
1707,34514.62853,75234.703125
1725,1595.576252,4703.6098633
1726,216506.3509,9952.7597656
1727,83424.86792,54892.3007813
1729,32305.22673,20787.4003906
1747,148729.7294,6725.0600586
1748,265826.7548,58559.6992188
1770,43910.42383,9389.75
1771,38726.44341,27418.4003906
1792,1159.972674,17708.3007813
