pu_id,area
2,4928358.2309570300
22,165506.4536132810
24,1542154.3193359400
45,27067485.9545898000
46,37345915.2539063000
66,11581332.8720703000
67,17283177.2465820000
68,31603186.4482422000
89,60528550.7866211000
90,40839571.9555664000
91,1562981.0571289100
92,6821065.8696289100
110,7724705.7768554700
111,64856717.8725586000
112,37722929.7944336000
133,64136970.5048828000
134,64951905.2836914000
135,25987180.5053711000
136,19439380.7377930000
154,19247276.6923828000
155,64951905.2836914000
156,64951905.2836914000
157,58983996.3701172000
158,4639577.2583007800
176,6917220.1508789100
177,64951905.2841797000
178,64951905.2836914000
179,64951905.2841797000
180,62872494.4589844000
181,19364149.2167969000
198,64929004.9140625000
199,64951905.2841797000
200,64951905.2836914000
201,64951905.2836914000
202,64951905.2836914000
203,16246247.7128906000
220,16883130.8979492000
221,64951905.2836914000
222,64951905.2836914000
223,64951905.2832031000
224,64951905.2832031000
225,64951905.2832031000
226,15504689.8583984000
239,3056.6743164062
242,64209042.5444336000
243,64951905.2836914000
244,64951905.2836914000
245,64951905.2836914000
246,64951905.2841797000
247,64951905.2836914000
248,15161480.0346680000
259,3035822.9194335900
261,25588301.7861328000
264,466412.1093750000
265,64951905.2836914000
266,64951905.2836914000
267,64951905.2841797000
268,64951905.2841797000
269,64951905.2841797000
270,64951905.2841797000
281,1072475.8188476600
283,10620665.5971680000
284,23280402.5605469000
286,57830192.7402344000
287,64951905.2836914000
288,64951905.2841797000
289,64951905.2841797000
290,64951905.2836914000
291,64951905.2836914000
292,58658837.7729492000
293,1061544.7436523400
303,46386666.9326172000
305,64951905.2841797000
306,5249084.3759765600
308,879744.2670898440
309,64951905.2841797000
310,64951905.2836914000
311,64951905.2841797000
312,64951905.2841797000
313,64951905.2836914000
314,64951905.2836914000
315,54390101.8095703000
316,1727559.3530273400
322,1060360.9506835900
323,6482818.2431640600
325,42454781.7685547000
326,49282469.5864258000
327,56482784.8447266000
328,63873166.1298828000
329,59704.2993164062
330,55810768.8452148000
331,64951905.2836914000
332,64951905.2836914000
333,64951905.2836914000
334,64951905.2836914000
335,64951905.2836914000
336,64951905.2846680000
337,58285266.0688477000
338,306604.8647460940
342,2357226.5161132800
343,29488034.9462891000
344,11622125.4736328000
345,42074597.0507813000
346,18624565.0239258000
347,64951905.2832031000
348,61332096.4516602000
349,64951905.2832031000
350,59133640.0556641000
352,725492.7685546880
353,64951905.2836914000
354,64951905.2841797000
355,64951905.2836914000
356,64951905.2836914000
357,64951905.2841797000
358,64951905.2841797000
359,64951905.2836914000
360,58353011.0283203000
363,76452.1474609375
364,16044346.2182617000
365,51364998.8032227000
366,62642098.7929687000
367,61079924.0141602000
368,34087986.4111328000
369,64951905.2836914000
370,64951905.2841797000
371,64951905.2841797000
372,64951905.2836914000
373,23786963.8481445000
374,45052406.2202149000
375,64951905.2832031000
376,64951905.2841797000
377,64951905.2832031000
378,64951905.2841797000
379,64951905.2841797000
380,64951905.2832031000
381,64951905.2841797000
382,56447739.7319336000
383,17041246.8427734000
384,7294204.6284179700
385,29823250.8110352000
386,49375340.5498047000
387,64951905.2841797000
388,64951905.2836914000
389,64951905.2841797000
390,64951905.2841797000
391,64951905.2841797000
392,64951905.2841797000
393,64951905.2836914000
394,64951905.2841797000
397,64951905.2836914000
398,64951905.2841797000
399,64951905.2836914000
400,64951905.2836914000
401,64951905.2841797000
402,64951905.2836914000
403,64951905.2841797000
404,64951905.2836914000
405,61376166.4887695000
406,39621859.5878906000
407,46830993.2006836000
408,64951905.2841797000
409,64951905.2836914000
410,64951905.2836914000
411,64951905.2836914000
412,64951905.2836914000
413,64951905.2836914000
414,64951905.2836914000
415,64951905.2836914000
416,64951905.2836914000
417,46609013.7592773000
418,14880861.2866211000
419,64951905.2846680000
420,64951905.2832031000
421,64951905.2841797000
422,64951905.2836914000
423,64951905.2836914000
424,64951905.2841797000
425,64951905.2836914000
426,64951905.2832031000
427,64951905.2832031000
428,64951905.2841797000
429,64951905.2836914000
430,64951905.2851563000
431,64951905.2836914000
432,64951905.2836914000
433,64951905.2832031000
434,64951905.2832031000
435,64951905.2836914000
436,64951905.2841797000
437,64951905.2841797000
438,64951905.2832031000
441,63925810.3632813000
442,64951905.2832031000
443,64951905.2841797000
444,64951905.2836914000
445,64951905.2836914000
446,64951905.2836914000
447,64951905.2836914000
448,64951905.2836914000
449,64951905.2841797000
450,64951905.2832031000
451,64951905.2841797000
452,64951905.2832031000
453,64951905.2841797000
454,64951905.2836914000
455,64951905.2841797000
456,64951905.2836914000
457,64951905.2841797000
458,64951905.2836914000
459,64951905.2841797000
460,64951905.2836914000
461,17296452.1699219000
462,12984132.0322266000
463,64951905.2836914000
464,64951905.2841797000
465,64951905.2841797000
466,64951905.2836914000
467,64951905.2836914000
468,64951905.2832031000
469,64951905.2841797000
470,64951905.2841797000
471,64951905.2841797000
472,64951905.2836914000
473,64951905.2836914000
474,64951905.2832031000
475,64951905.2836914000
476,64951905.2841797000
477,64951905.2841797000
478,64951905.2841797000
479,64951905.2836914000
480,64951905.2836914000
481,64951905.2836914000
482,61556991.1518555000
485,58748251.6000977000
486,64951905.2836914000
487,64951905.2832031000
488,64951905.2841797000
489,64951905.2841797000
490,64951905.2836914000
491,64951905.2832031000
492,64951905.2841797000
493,64951905.2841797000
494,64951905.2846680000
495,64951905.2832031000
496,64951905.2836914000
497,64951905.2841797000
498,64951905.2841797000
499,64951905.2832031000
500,64951905.2836914000
501,64951905.2841797000
502,64951905.2841797000
503,64951905.2832031000
504,64951905.2836914000
505,1754041.3232421900
507,64951905.2841797000
508,64951905.2836914000
509,64951905.2836914000
510,64951905.2836914000
511,64951905.2841797000
512,64951905.2841797000
513,64951905.2832031000
514,64951905.2836914000
515,64951905.2836914000
516,64951905.2836914000
517,64951905.2841797000
518,64951905.2836914000
519,64951905.2836914000
520,64951905.2836914000
521,64951905.2836914000
522,64951905.2841797000
523,64951905.2836914000
524,64951905.2832031000
525,64951905.2836914000
526,57324754.2568359000
529,28974033.3969727000
530,64951905.2841797000
531,64951905.2841797000
532,64951905.2836914000
533,64951905.2832031000
534,64951905.2841797000
535,64951905.2841797000
536,64951905.2836914000
537,64951905.2832031000
538,64951905.2846680000
539,64951905.2841797000
540,64951905.2841797000
541,64951905.2832031000
542,64951905.2836914000
543,64951905.2841797000
544,64951905.2841797000
545,64951905.2832031000
546,64951905.2836914000
547,64951905.2841797000
548,64951905.2841797000
549,7277488.9653320300
551,64951905.2836914000
552,64951905.2836914000
553,64951905.2841797000
554,64951905.2841797000
555,64951905.2832031000
556,64951905.2836914000
557,64951905.2841797000
558,64951905.2836914000
559,64951905.2841797000
560,64951905.2836914000
561,64951905.2836914000
562,64951905.2841797000
563,64951905.2836914000
564,64951905.2841797000
565,64951905.2836914000
566,64951905.2836914000
567,64951905.2841797000
568,64951905.2836914000
569,64951905.2841797000
570,64951905.2841797000
573,6016644.9335937500
574,64951905.2841797000
575,64951905.2832031000
576,64951905.2841797000
577,64951905.2841797000
578,64951905.2832031000
579,64951905.2841797000
580,64951905.2841797000
581,64951905.2832031000
582,64951905.2832031000
583,64951905.2841797000
584,64951905.2832031000
585,64951905.2841797000
586,64951905.2841797000
587,64951905.2832031000
588,64951905.2836914000
589,64951905.2841797000
590,64951905.2836914000
591,64951905.2836914000
592,64951905.2841797000
593,14552146.2060547000
595,60478671.3315430000
596,64951905.2841797000
597,64951905.2836914000
598,64951905.2836914000
599,64951905.2841797000
600,64951905.2836914000
601,64951905.2836914000
602,64951905.2841797000
603,64951905.2836914000
604,64951905.2841797000
605,64951905.2836914000
606,64951905.2836914000
607,64951905.2841797000
608,64951905.2836914000
609,64951905.2841797000
610,64951905.2836914000
611,64951905.2836914000
612,64951905.2841797000
613,64951905.2836914000
614,57278665.4780273000
617,2751174.6630859400
618,64951905.2836914000
619,64951905.2841797000
620,64951905.2832031000
621,64951905.2836914000
622,64951905.2841797000
623,64951905.2836914000
624,64951905.2836914000
625,64951905.2841797000
626,64951905.2841797000
627,64951905.2832031000
628,64951905.2846680000
629,64951905.2836914000
630,64951905.2832031000
631,64951905.2846680000
632,64951905.2836914000
633,64951905.2832031000
634,64951905.2841797000
635,64951905.2836914000
636,64951905.2836914000
639,30632909.1176758000
640,64951905.2841797000
641,64951905.2832031000
642,64951905.2836914000
643,64951905.2841797000
644,64951905.2836914000
645,64951905.2832031000
646,64951905.2836914000
647,64951905.2841797000
648,64951905.2836914000
649,64951905.2832031000
650,64951905.2836914000
651,64951905.2841797000
652,64951905.2836914000
653,64951905.2832031000
654,64951905.2836914000
655,64951905.2841797000
656,64951905.2836914000
657,64951905.2832031000
658,27770184.9277344000
662,64247858.2495117000
663,64951905.2841797000
664,64951905.2841797000
665,64951905.2836914000
666,64951905.2841797000
667,64951905.2836914000
668,64951905.2836914000
669,64951905.2841797000
670,64951905.2832031000
671,64951905.2841797000
672,64951905.2836914000
673,64951905.2836914000
674,64951905.2836914000
675,64951905.2836914000
676,64951905.2841797000
677,64951905.2841797000
678,64951905.2836914000
679,64951905.2841797000
680,64951905.2836914000
683,566292.6274414060
684,64951905.2832031000
685,64951905.2841797000
686,64951905.2841797000
687,64951905.2832031000
688,64951905.2846680000
689,64951905.2841797000
690,64951905.2846680000
691,64951905.2832031000
692,64951905.2841797000
693,64951905.2841797000
694,64951905.2836914000
695,64951905.2832031000
696,64951905.2836914000
697,64951905.2846680000
698,64951905.2836914000
699,64951905.2836914000
700,64951905.2836914000
701,64951905.2851563000
702,19206285.0322266000
706,29882959.9697266000
707,64951905.2836914000
708,64951905.2836914000
709,64951905.2836914000
710,64951905.2836914000
711,64951905.2836914000
712,64951905.2836914000
713,64951905.2836914000
714,64951905.2841797000
715,64951905.2836914000
716,64951905.2836914000
717,64951905.2841797000
718,64951905.2841797000
719,64951905.2836914000
720,64951905.2836914000
721,64951905.2836914000
722,64951905.2836914000
723,64951905.2836914000
724,64951905.2836914000
728,59899383.9907227000
729,64951905.2841797000
730,64951905.2836914000
731,64951905.2841797000
732,64951905.2832031000
733,64951905.2841797000
734,64951905.2832031000
735,64951905.2841797000
736,64951905.2827148000
737,64951905.2841797000
738,64951905.2841797000
739,64951905.2841797000
740,64951905.2841797000
741,64951905.2836914000
742,64951905.2836914000
743,64951905.2836914000
744,64951905.2841797000
745,64951905.2832031000
746,37154435.6269531000
751,64951905.2836914000
752,64951905.2836914000
753,64951905.2836914000
754,64951905.2841797000
755,64951905.2836914000
756,64951905.2841797000
757,64951905.2841797000
758,64951905.2836914000
759,64951905.2841797000
760,64951905.2836914000
761,64951905.2836914000
762,64951905.2836914000
763,64951905.2836914000
764,64951905.2836914000
765,64951905.2836914000
766,64951905.2836914000
767,64951905.2836914000
768,64951905.2836914000
772,15994501.3144531000
773,64951905.2836914000
774,64951905.2836914000
775,64951905.2841797000
776,64951905.2841797000
777,64951905.2841797000
778,64951905.2841797000
779,64951905.2836914000
780,64951905.2841797000
781,64951905.2832031000
782,64951905.2832031000
783,64951905.2836914000
784,64951905.2841797000
785,64951905.2841797000
786,64951905.2846680000
787,64951905.2841797000
788,64951905.2836914000
789,64951905.2832031000
790,13038086.1645508000
795,60558860.3603516000
796,64951905.2841797000
797,64951905.2841797000
798,64951905.2836914000
799,64951905.2841797000
800,64951905.2836914000
801,64951905.2836914000
802,64951905.2836914000
803,64951905.2836914000
804,64951905.2841797000
805,64951905.2836914000
806,64951905.2841797000
807,64951905.2841797000
808,64951905.2841797000
809,64951905.2841797000
810,64951905.2841797000
811,64951905.2841797000
812,62914852.9184570000
817,64951905.2836914000
818,64951905.2841797000
819,64951905.2832031000
820,64951905.2832031000
821,64951905.2836914000
822,64951905.2832031000
823,64951905.2841797000
824,64951905.2841797000
825,64951905.2841797000
826,64951905.2846680000
827,64951905.2836914000
828,64951905.2836914000
829,64951905.2832031000
830,64951905.2832031000
831,64951905.2832031000
832,64951905.2836914000
833,64951905.2846680000
834,3216041.9731445300
839,46174380.5913086000
840,64951905.2832031000
841,64951905.2832031000
842,64951905.2832031000
843,64951905.2832031000
844,64951905.2832031000
845,64951905.2836914000
846,64951905.2836914000
847,64951905.2836914000
848,64951905.2836914000
849,64951905.2836914000
850,64951905.2841797000
851,64951905.2841797000
852,64951905.2841797000
853,64951905.2841797000
854,64951905.2841797000
855,64951905.2841797000
856,45293740.0595703000
861,64951905.2841797000
862,64951905.2832031000
863,64951905.2836914000
864,64951905.2841797000
865,64951905.2832031000
866,64951905.2836914000
867,64951905.2836914000
868,64951905.2836914000
869,64951905.2836914000
870,64951905.2836914000
871,64951905.2836914000
872,64951905.2832031000
873,64951905.2841797000
874,64951905.2836914000
875,64951905.2841797000
876,64951905.2841797000
877,64951905.2832031000
883,42798720.4287109000
884,64951905.2846680000
885,64951905.2841797000
886,64951905.2841797000
887,64951905.2851563000
888,64951905.2841797000
889,64951905.2836914000
890,64951905.2846680000
891,64951905.2836914000
892,64951905.2836914000
893,64951905.2841797000
894,64951905.2832031000
895,64951905.2832031000
896,64951905.2832031000
897,64951905.2832031000
898,64951905.2832031000
899,64951905.2832031000
900,54437408.3227539000
904,16451313.7060547000
905,50400256.1386719000
906,64951905.2841797000
907,64951905.2841797000
908,64951905.2836914000
909,64951905.2841797000
910,64951905.2841797000
911,64951905.2836914000
912,64951905.2841797000
913,64951905.2841797000
914,64951905.2836914000
915,64951905.2841797000
916,64951905.2841797000
917,64951905.2836914000
918,64951905.2841797000
919,64951905.2836914000
920,64951905.2836914000
921,64951905.2841797000
922,3416326.0268554700
927,9477394.9951171900
928,64951905.2836914000
929,64951905.2841797000
930,64951905.2841797000
931,64951905.2832031000
932,64951905.2832031000
933,64951905.2841797000
934,64951905.2832031000
935,64951905.2841797000
936,64951905.2841797000
937,64951905.2827148000
938,64951905.2841797000
939,64951905.2841797000
940,64951905.2841797000
941,64951905.2841797000
942,64951905.2832031000
943,64951905.2841797000
944,48080891.1245117000
948,29783851.0483398000
949,31683811.6650391000
950,64951905.2836914000
951,64951905.2836914000
952,64951905.2836914000
953,64951905.2841797000
954,64951905.2836914000
955,64951905.2836914000
956,64951905.2836914000
957,64951905.2841797000
958,64951905.2836914000
959,64951905.2836914000
960,64951905.2836914000
961,64951905.2841797000
962,64951905.2836914000
963,64951905.2836914000
964,64951905.2836914000
965,64951905.2841797000
971,34459742.4658203000
972,61361420.0595703000
973,64951905.2832031000
974,64951905.2832031000
975,64951905.2836914000
976,64951905.2846680000
977,64951905.2841797000
978,64951905.2841797000
979,64951905.2836914000
980,64951905.2836914000
981,64951905.2841797000
982,64951905.2832031000
983,64951905.2832031000
984,64951905.2836914000
985,64951905.2836914000
986,64951905.2851563000
987,63854853.1445313000
988,33394666.0502930000
992,36533876.8974609000
993,11294678.4609375000
994,63537656.8388672000
995,64951905.2836914000
996,64951905.2841797000
997,64951905.2836914000
998,64951905.2836914000
999,64951905.2841797000
1000,64951905.2836914000
1001,64951905.2836914000
1002,64951905.2836914000
1003,64951905.2841797000
1004,64951905.2836914000
1005,64951905.2836914000
1006,64951905.2836914000
1007,64951905.2841797000
1008,63076746.9638672000
1009,43000950.0092773000
1015,64951905.2836914000
1016,9149066.6552734400
1017,64951905.2841797000
1018,64951905.2841797000
1019,64951905.2836914000
1020,64951905.2841797000
1021,64951905.2832031000
1022,64951905.2832031000
1023,64951905.2836914000
1024,64951905.2836914000
1025,64951905.2841797000
1026,64951905.2846680000
1027,64951905.2841797000
1028,64951905.2836914000
1029,64951905.2836914000
1030,64951905.2832031000
1031,1097520.0981445300
1032,40308793.2045898000
1036,25571623.5546875000
1037,58812149.7065430000
1038,64453282.1567383000
1039,64951905.2841797000
1040,64951905.2841797000
1041,64951905.2836914000
1042,64951905.2836914000
1043,64951905.2832031000
1044,64951905.2841797000
1045,64951905.2841797000
1046,64951905.2841797000
1047,64951905.2832031000
1048,64951905.2836914000
1049,64951905.2832031000
1050,64951905.2846680000
1051,64951905.2841797000
1052,43947690.6757812000
1053,2400590.2900390600
1059,64951905.2836914000
1060,57669549.2260742000
1061,64951905.2836914000
1062,64951905.2841797000
1063,64951905.2836914000
1064,64951905.2836914000
1065,64951905.2841797000
1066,64951905.2841797000
1067,64951905.2836914000
1068,64951905.2841797000
1069,64951905.2836914000
1070,64951905.2832031000
1071,64951905.2836914000
1072,64951905.2836914000
1073,64951905.2841797000
1074,64606647.2260742000
1076,38922021.3735352000
1080,20401029.5000000000
1081,64951905.2841797000
1082,64951905.2841797000
1083,64951905.2836914000
1084,64951905.2832031000
1085,64951905.2836914000
1086,64951905.2841797000
1087,64951905.2846680000
1088,64951905.2836914000
1089,64951905.2832031000
1090,64951905.2836914000
1091,64951905.2841797000
1092,64951905.2841797000
1093,64951905.2841797000
1094,64951905.2832031000
1095,64951905.2832031000
1096,3449316.7402343800
1097,9526952.1621093700
1103,64558402.2294922000
1104,64951905.2841797000
1105,64951905.2836914000
1106,64951905.2836914000
1107,64951905.2836914000
1108,64951905.2836914000
1109,64951905.2836914000
1110,64951905.2836914000
1111,64951905.2836914000
1112,64951905.2836914000
1113,64951905.2841797000
1114,64951905.2841797000
1115,64951905.2841797000
1116,64951905.2841797000
1117,64951905.2836914000
1118,55696762.6904297000
1120,14794524.0732422000
1124,8355975.1577148400
1125,64951905.2841797000
1126,64951905.2841797000
1127,64951905.2832031000
1128,64951905.2841797000
1129,64951905.2836914000
1130,64951905.2841797000
1131,64951905.2836914000
1132,64951905.2832031000
1133,64951905.2841797000
1134,64951905.2841797000
1135,64951905.2836914000
1136,64951905.2841797000
1137,64951905.2832031000
1138,64951905.2841797000
1139,64951905.2841797000
1140,795148.6694335940
1141,17639351.1103516000
1147,47554625.8979492000
1148,64951905.2836914000
1149,64951905.2841797000
1150,64951905.2836914000
1151,64951905.2841797000
1152,64951905.2836914000
1153,64951905.2836914000
1154,64951905.2836914000
1155,64951905.2841797000
1156,64951905.2836914000
1157,64951905.2836914000
1158,64951905.2836914000
1159,64951905.2836914000
1160,64951905.2836914000
1161,64951905.2836914000
1162,36419444.2104492000
1164,6012588.3071289100
1169,64951905.2836914000
1170,64951905.2832031000
1171,64951905.2846680000
1172,64951905.2836914000
1173,64951905.2836914000
1174,64951905.2836914000
1175,64951905.2836914000
1176,64951905.2841797000
1177,64951905.2836914000
1178,64951905.2832031000
1179,64951905.2836914000
1180,64951905.2841797000
1181,64951905.2841797000
1182,64951905.2832031000
1183,64951905.2841797000
1191,19387207.2192383000
1192,64951905.2841797000
1193,64951905.2841797000
1194,64951905.2832031000
1195,64951905.2836914000
1196,64951905.2841797000
1197,64951905.2836914000
1198,64951905.2836914000
1199,64951905.2841797000
1200,64951905.2836914000
1201,64951905.2836914000
1202,64951905.2841797000
1203,64951905.2841797000
1204,64951905.2832031000
1205,64951905.2841797000
1206,30516839.9194336000
1213,64951905.2836914000
1214,64951905.2841797000
1215,64951905.2836914000
1216,64951905.2836914000
1217,64951905.2841797000
1218,64951905.2836914000
1219,64951905.2836914000
1220,64951905.2841797000
1221,64951905.2836914000
1222,64951905.2836914000
1223,64951905.2841797000
1224,64951905.2832031000
1225,64951905.2841797000
1226,64951905.2841797000
1227,50791512.5375977000
1235,9539785.0546875000
1236,64951905.2832031000
1237,64951905.2841797000
1238,64951905.2841797000
1239,64951905.2841797000
1240,64951905.2832031000
1241,64951905.2836914000
1242,64951905.2846680000
1243,64951905.2832031000
1244,64951905.2841797000
1245,64951905.2836914000
1246,64951905.2832031000
1247,64951905.2836914000
1248,64951905.2841797000
1249,62194855.8266602000
1250,2021916.5732421900
1257,60745915.1875000000
1258,64951905.2836914000
1259,64951905.2841797000
1260,64951905.2836914000
1261,64951905.2841797000
1262,64951905.2836914000
1263,64951905.2836914000
1264,64951905.2836914000
1265,64951905.2836914000
1266,64951905.2841797000
1267,64951905.2836914000
1268,64951905.2836914000
1269,64951905.2836914000
1270,64951905.2841797000
1271,24951345.7656250000
1272,23773876.2338867000
1279,51401.5708007812
1280,64951905.2841797000
1281,64951905.2832031000
1282,64951905.2841797000
1283,64951905.2836914000
1284,64951905.2841797000
1285,64951905.2841797000
1286,64951905.2832031000
1287,64951905.2841797000
1288,64951905.2836914000
1289,64951905.2841797000
1290,64951905.2841797000
1291,64951905.2836914000
1292,64951905.2841797000
1293,64951905.2832031000
1294,25121470.6762695000
1301,40475749.3496094000
1302,64951905.2836914000
1303,64951905.2832031000
1304,64951905.2836914000
1305,64951905.2832031000
1306,64951905.2836914000
1307,64951905.2836914000
1308,64951905.2836914000
1309,64951905.2836914000
1310,64951905.2841797000
1311,64951905.2836914000
1312,64951905.2841797000
1313,64951905.2836914000
1314,64951905.2836914000
1315,34435838.9755859000
1316,27428935.0253906000
1324,63859430.1333008000
1325,64951905.2841797000
1326,64951905.2836914000
1327,64951905.2832031000
1328,64951905.2832031000
1329,64951905.2836914000
1330,64951905.2841797000
1331,64951905.2841797000
1332,64951905.2836914000
1333,64951905.2832031000
1334,64951905.2832031000
1335,58109315.4379883000
1336,64951905.2841797000
1337,61258238.5463867000
1338,25697685.3212891000
1345,12565023.5493164000
1346,64951905.2836914000
1347,64951905.2841797000
1348,64951905.2841797000
1349,64951905.2841797000
1350,64951905.2841797000
1351,64951905.2836914000
1352,64951905.2841797000
1353,64951905.2841797000
1354,64951905.2836914000
1355,64951905.2841797000
1356,56959288.6713867000
1357,53177068.5029297000
1358,64951905.2836914000
1359,3388734.4580078100
1360,21204.9506835938
1368,8133757.3686523400
1369,64951905.2836914000
1370,64951905.2836914000
1371,64951905.2846680000
1372,64951905.2841797000
1373,64951905.2836914000
1374,64951905.2836914000
1375,64951905.2832031000
1376,64951905.2841797000
1377,64951905.2841797000
1378,48733637.4389648000
1379,27944045.0605469000
1380,64951905.2836914000
1381,23960939.8920898000
1390,43072350.9213867000
1391,64951905.2841797000
1392,64951905.2841797000
1393,64951905.2841797000
1394,64951905.2841797000
1395,64951905.2841797000
1396,64951905.2836914000
1397,64951905.2832031000
1398,64951905.2832031000
1399,64951905.2832031000
1400,50967455.9262695000
1401,24414799.0605469000
1402,57898793.2954102000
1403,2158554.4316406200
1413,64951905.2832031000
1414,64951905.2841797000
1415,64951905.2832031000
1416,64951905.2841797000
1417,64951905.2841797000
1418,64951905.2836914000
1419,64951905.2836914000
1420,64951905.2832031000
1421,64951905.2841797000
1422,25173915.1533203000
1423,16351323.4306641000
1424,24903283.3544922000
1425,45880745.1303711000
1434,13848963.1928711000
1435,64951905.2832031000
1436,64951905.2832031000
1437,64951905.2836914000
1438,64951905.2832031000
1439,64951905.2836914000
1440,64951905.2836914000
1441,64951905.2841797000
1442,64951905.2851563000
1443,61812233.1059570000
1444,29630250.9082031000
1445,4858372.9531250000
1446,20584743.7856445000
1447,32849800.9575195000
1457,49958680.8759766000
1458,64951905.2836914000
1459,64951905.2841797000
1460,64951905.2836914000
1461,64951905.2836914000
1462,64951905.2836914000
1463,64951905.2841797000
1464,64951905.2841797000
1465,64951905.2836914000
1466,11624551.3222656000
1467,17554873.1860352000
1468,24931944.7729492000
1469,64837086.0678711000
1479,64951905.2841797000
1480,64951905.2841797000
1481,64951905.2836914000
1482,64951905.2841797000
1483,64951905.2841797000
1484,64951905.2836914000
1485,64951905.2841797000
1486,64951905.2832031000
1487,33915151.6621094000
1488,9385927.6923828100
1489,46779980.1743164000
1490,12260069.8427734000
1491,8846253.1933593800
1501,19219859.5600586000
1502,48381197.5747070000
1503,64951905.2836914000
1504,64951905.2836914000
1505,64951905.2836914000
1506,64951905.2836914000
1507,64951905.2841797000
1508,59162262.4223633000
1509,63831478.4155273000
1510,25412381.0737305000
1512,56253765.2719727000
1513,49415511.7148438000
1523,52782833.4194336000
1524,64951905.2836914000
1525,64951905.2836914000
1526,64951905.2832031000
1527,64951905.2832031000
1528,64951905.2836914000
1529,53986395.1767578000
1530,61748445.6259766000
1531,26918144.3774414000
1533,12215784.3403320000
1534,61924956.3994141000
1535,1048735.9594726600
1545,1271369.2827148400
1546,33695576.9780273000
1547,64951905.2841797000
1548,64951905.2841797000
1549,64951905.2841797000
1550,64951905.2836914000
1551,64951905.2836914000
1552,36528010.7001953000
1553,53624375.6850586000
1554,29212073.8583984000
1556,61339813.2846680000
1557,57981275.9545898000
1567,2245502.3100585900
1568,64951905.2836914000
1569,64951905.2836914000
1570,64951905.2841797000
1571,64951905.2846680000
1572,64951905.2841797000
1573,64951905.2841797000
1574,46259332.7539063000
1575,7418066.6176757800
1577,4933980.0302734400
1578,36976812.3212891000
1579,5056382.8354492200
1590,46146225.0971680000
1591,64951905.2832031000
1592,64951905.2836914000
1593,64951905.2841797000
1594,64951905.2846680000
1595,64951905.2836914000
1596,42896933.2592773000
1597,29470624.3466797000
1598,18541434.6479492000
1600,21505487.6357422000
1601,23574638.2143555000
1611,21307.1923828125
1612,64951905.2836914000
1613,64951905.2836914000
1614,64951905.2836914000
1615,64951905.2832031000
1616,64951905.2836914000
1617,60501243.0864258000
1618,785829.9741210940
1619,23549161.1401367000
1623,1092014.0371093800
1634,19290105.2812500000
1635,64951905.2841797000
1636,64951905.2836914000
1637,64951905.2841797000
1638,64951905.2832031000
1639,64951905.2836914000
1640,13204316.8886719000
1641,47464064.5341797000
1656,61436414.5385742000
1657,54333233.8505859000
1658,64951905.2841797000
1659,64951905.2841797000
1660,64951905.2841797000
1661,47240774.4169922000
1662,20633870.5659180000
1663,43734507.7065430000
1678,9981277.2534179700
1679,18625787.2465820000
1680,44295474.8129883000
1681,58957376.2441406000
1682,64951905.2841797000
1683,64951905.2836914000
1684,8043143.2734375000
1685,48743499.1210938000
1700,3927198.8881835900
1701,7077426.1054687500
1702,21816559.2163086000
1703,63066042.9824219000
1704,64951905.2836914000
1705,15431026.9438477000
1706,18395833.9306641000
1707,13871375.3876953000
1725,524751.6948242190
1726,64951905.2836914000
1727,33636976.2026367000
1729,16360671.0712891000
1747,15034142.8935547000
1748,53257907.3359375000
1770,8901317.6420898400
1771,7812157.1962890600
1792,669314.8437500000
